id,Project,TeamExp,ManagerExp,YearEnd,Length,Effort,Transactions,Entities,PointsNonAdjust,Adjustment,PointsAjust,Language,source,deadline_missed,Transactions_per_Length,Entities_per_Length,Transactions_per_Entity,Adjustment_Ratio,Total_Experience,Experience_Gap
206,206,4,4,87,14,10970,308,330,717,36,702,1,synthetic,0,22.0,23.571428571428573,0.9333333333333333,0.0502092050209205,8,0
207,207,1,2,88,5,2240,136,77,249,38,238,2,synthetic,1,27.2,15.4,1.7662337662337662,0.15261044176706828,3,-1
208,208,2,4,85,20,2888,267,148,417,35,433,1,synthetic,0,13.35,7.4,1.804054054054054,0.08393285371702638,6,-2
209,209,2,3,87,10,2177,51,191,197,13,125,2,synthetic,1,5.1,19.1,0.2670157068062827,0.06598984771573604,5,-1
210,210,1,0,86,19,14096,179,387,758,36,661,2,synthetic,1,9.421052631578947,20.36842105263158,0.4625322997416021,0.047493403693931395,1,1
211,211,4,2,87,5,3942,449,172,522,48,691,2,synthetic,0,89.8,34.4,2.61046511627907,0.09195402298850575,6,2
212,212,4,4,86,12,3877,95,100,171,27,141,1,synthetic,1,7.916666666666667,8.333333333333334,0.95,0.15789473684210525,8,0
213,213,1,2,85,19,12758,99,122,266,18,252,2,synthetic,1,5.2105263157894735,6.421052631578948,0.8114754098360656,0.06766917293233082,3,-1
214,214,3,1,85,11,2058,80,88,161,29,127,1,synthetic,1,7.2727272727272725,8.0,0.9090909090909091,0.18012422360248448,4,2
215,215,3,4,86,23,8648,168,207,444,34,443,2,synthetic,1,7.304347826086956,9.0,0.8115942028985508,0.07657657657657657,7,-1
216,216,1,1,88,4,4965,54,60,106,35,101,2,synthetic,0,13.5,15.0,0.9,0.330188679245283,2,0
217,217,4,3,87,12,2920,472,43,342,37,351,1,synthetic,1,39.333333333333336,3.5833333333333335,10.976744186046512,0.10818713450292397,7,1
218,218,2,2,87,10,3545,245,262,493,18,434,2,synthetic,1,24.5,26.2,0.9351145038167938,0.036511156186612576,4,0
219,219,4,3,83,34,22522,235,377,795,39,837,1,synthetic,1,6.911764705882353,11.088235294117647,0.623342175066313,0.04905660377358491,7,1
220,220,1,1,86,6,832,95,41,126,6,102,1,synthetic,1,15.833333333333334,6.833333333333333,2.317073170731707,0.047619047619047616,2,0
221,221,4,0,85,13,11631,96,371,438,31,443,1,synthetic,1,7.384615384615385,28.53846153846154,0.2587601078167116,0.07077625570776255,4,4
222,222,3,3,85,14,2823,170,44,201,18,157,3,synthetic,1,12.142857142857142,3.142857142857143,3.8636363636363638,0.08955223880597014,6,0
223,223,4,4,87,17,2821,121,244,377,44,423,2,synthetic,0,7.117647058823529,14.352941176470589,0.4959016393442623,0.11671087533156499,8,0
224,224,2,2,85,12,3746,229,162,341,18,318,2,synthetic,0,19.083333333333332,13.5,1.4135802469135803,0.05278592375366569,4,0
225,225,3,1,86,3,2022,299,43,271,35,297,3,synthetic,0,99.66666666666667,14.333333333333334,6.953488372093023,0.12915129151291513,4,2
226,226,4,3,85,12,5989,117,235,347,26,306,1,synthetic,1,9.75,19.583333333333332,0.4978723404255319,0.07492795389048991,7,1
227,227,1,2,87,9,6520,222,111,376,38,429,3,synthetic,0,24.666666666666668,12.333333333333334,2.0,0.10106382978723404,3,-1
228,228,2,1,88,5,2110,66,56,128,30,109,1,synthetic,0,13.2,11.2,1.1785714285714286,0.234375,3,1
229,229,3,3,86,4,704,55,30,85,34,86,2,synthetic,1,13.75,7.5,1.8333333333333333,0.4,6,0
230,230,2,4,87,12,3056,92,91,200,25,191,2,synthetic,1,7.666666666666667,7.583333333333333,1.010989010989011,0.125,6,-2
231,231,2,3,86,20,14156,104,51,214,18,170,1,synthetic,0,5.2,2.55,2.0392156862745097,0.08411214953271028,5,-1
232,232,1,-1,86,9,6549,130,34,131,33,115,1,synthetic,0,14.444444444444445,3.7777777777777777,3.823529411764706,0.25190839694656486,0,2
233,233,2,3,86,14,5380,99,272,349,28,314,1,synthetic,0,7.071428571428571,19.428571428571427,0.3639705882352941,0.08022922636103152,5,-1
234,234,1,1,85,8,9609,82,56,192,31,154,3,synthetic,1,10.25,7.0,1.4642857142857142,0.16145833333333334,2,0
235,235,4,3,86,31,15165,226,387,735,43,721,1,synthetic,1,7.290322580645161,12.483870967741936,0.5839793281653747,0.058503401360544216,7,1
236,236,4,5,86,12,2703,171,68,327,26,321,1,synthetic,1,14.25,5.666666666666667,2.514705882352941,0.07951070336391437,9,-1
237,237,2,1,87,5,4747,76,51,156,38,178,2,synthetic,0,15.2,10.2,1.4901960784313726,0.24358974358974358,3,1
238,238,4,2,85,5,4724,96,94,266,35,258,1,synthetic,0,19.2,18.8,1.0212765957446808,0.13157894736842105,6,2
239,239,4,3,83,19,8215,236,323,683,42,692,1,synthetic,1,12.421052631578947,17.0,0.7306501547987616,0.06149341142020498,7,1
240,240,2,1,86,5,609,222,20,142,18,110,2,synthetic,0,44.4,4.0,11.1,0.1267605633802817,3,1
241,241,4,4,84,8,2822,139,77,292,32,309,1,synthetic,0,17.375,9.625,1.8051948051948052,0.1095890410958904,8,0
242,242,4,4,86,13,1960,166,56,229,29,197,2,synthetic,0,12.76923076923077,4.3076923076923075,2.9642857142857144,0.12663755458515283,8,0
243,243,2,3,85,27,9122,832,209,802,40,821,1,synthetic,1,30.814814814814813,7.7407407407407405,3.9808612440191387,0.04987531172069826,5,-1
244,244,4,4,85,12,2105,104,51,168,30,159,1,synthetic,0,8.666666666666666,4.25,2.0392156862745097,0.17857142857142858,8,0
245,245,3,1,87,13,10766,146,145,282,29,317,1,synthetic,1,11.23076923076923,11.153846153846153,1.006896551724138,0.10283687943262411,4,2
246,246,2,3,85,6,2056,147,49,262,19,212,1,synthetic,0,24.5,8.166666666666666,3.0,0.07251908396946564,5,-1
247,247,4,1,86,4,618,120,33,166,19,148,3,synthetic,0,30.0,8.25,3.6363636363636362,0.1144578313253012,5,3
248,248,4,7,87,37,21780,676,383,1127,34,1080,3,synthetic,0,18.27027027027027,10.35135135135135,1.7650130548302871,0.030168589174800354,11,-3
249,249,2,3,87,8,3951,210,98,426,24,335,1,synthetic,0,26.25,12.25,2.142857142857143,0.056338028169014086,5,-1
250,250,1,-1,86,8,3243,309,93,311,48,352,1,synthetic,1,38.625,11.625,3.3225806451612905,0.15434083601286175,0,2
251,251,3,3,86,6,2322,188,174,476,23,348,1,synthetic,1,31.333333333333332,29.0,1.0804597701149425,0.04831932773109244,6,0
252,252,2,0,86,11,4004,124,45,179,26,133,1,synthetic,1,11.272727272727273,4.090909090909091,2.7555555555555555,0.1452513966480447,2,2
253,253,-1,1,84,17,14875,250,135,440,22,354,1,synthetic,1,14.705882352941176,7.9411764705882355,1.8518518518518519,0.05,0,-2
254,254,4,4,86,12,3690,86,76,191,28,169,2,synthetic,0,7.166666666666667,6.333333333333333,1.131578947368421,0.14659685863874344,8,0
255,255,1,4,84,9,2925,83,33,117,25,110,1,synthetic,0,9.222222222222221,3.6666666666666665,2.515151515151515,0.21367521367521367,5,-3
256,256,2,4,87,4,1092,124,32,132,11,100,1,synthetic,1,31.0,8.0,3.875,0.08333333333333333,6,-2
257,257,2,0,84,16,3993,108,128,316,18,281,1,synthetic,1,6.75,8.0,0.84375,0.056962025316455694,2,2
258,258,3,4,87,12,3541,88,114,202,5,135,1,synthetic,0,7.333333333333333,9.5,0.7719298245614035,0.024752475247524754,7,-1
259,259,4,0,86,5,3807,317,76,308,38,353,2,synthetic,1,63.4,15.2,4.171052631578948,0.12337662337662338,4,4
260,260,1,1,85,6,1571,108,112,285,21,245,1,synthetic,1,18.0,18.666666666666668,0.9642857142857143,0.07368421052631578,2,0
261,261,0,3,86,8,2639,784,68,500,25,450,1,synthetic,1,98.0,8.5,11.529411764705882,0.05,3,-3
262,262,2,1,85,15,3555,475,175,525,43,624,1,synthetic,1,31.666666666666668,11.666666666666666,2.7142857142857144,0.08190476190476191,3,1
263,263,4,4,86,6,2147,179,49,223,16,188,3,synthetic,0,29.833333333333332,8.166666666666666,3.6530612244897958,0.07174887892376682,8,0
264,264,4,3,84,12,12823,172,235,373,43,394,1,synthetic,0,14.333333333333334,19.583333333333332,0.7319148936170212,0.11528150134048257,7,1
265,265,4,4,85,39,19081,473,318,817,39,684,2,synthetic,1,12.128205128205128,8.153846153846153,1.4874213836477987,0.04773561811505508,8,0
266,266,2,4,88,6,4295,289,88,287,26,287,1,synthetic,1,48.166666666666664,14.666666666666666,3.284090909090909,0.09059233449477352,6,-2
267,267,2,1,87,6,4576,192,91,275,31,239,3,synthetic,1,32.0,15.166666666666666,2.10989010989011,0.11272727272727273,3,1
268,268,4,3,86,23,20369,473,198,714,44,652,2,synthetic,1,20.565217391304348,8.608695652173912,2.388888888888889,0.06162464985994398,7,1
269,269,3,1,84,16,5018,212,129,399,36,399,1,synthetic,0,13.25,8.0625,1.6434108527131783,0.09022556390977443,4,2
270,270,4,1,87,12,15232,117,127,282,38,313,2,synthetic,1,9.75,10.583333333333334,0.9212598425196851,0.1347517730496454,5,3
271,271,3,4,86,22,9362,190,255,635,31,589,2,synthetic,1,8.636363636363637,11.590909090909092,0.7450980392156863,0.048818897637795275,7,-1
272,272,4,3,86,3,2560,59,73,155,28,124,1,synthetic,0,19.666666666666668,24.333333333333332,0.8082191780821918,0.18064516129032257,7,1
273,273,1,3,87,8,4548,238,61,292,24,302,1,synthetic,0,29.75,7.625,3.901639344262295,0.0821917808219178,4,-2
274,274,3,4,86,11,2729,126,94,286,7,191,2,synthetic,0,11.454545454545455,8.545454545454545,1.3404255319148937,0.024475524475524476,7,-1
275,275,1,3,88,23,6619,221,167,490,18,403,2,synthetic,1,9.608695652173912,7.260869565217392,1.3233532934131738,0.036734693877551024,4,-2
276,276,4,4,86,13,8576,40,316,207,12,156,2,synthetic,0,3.076923076923077,24.307692307692307,0.12658227848101267,0.057971014492753624,8,0
277,277,4,4,84,21,17069,503,387,1083,40,1042,2,synthetic,1,23.952380952380953,18.428571428571427,1.2997416020671835,0.03693444136657433,8,0
278,278,2,1,86,34,9320,298,224,604,47,682,2,synthetic,1,8.764705882352942,6.588235294117647,1.3303571428571428,0.07781456953642384,3,1
279,279,2,1,87,4,1425,79,42,119,13,96,2,synthetic,1,19.75,10.5,1.880952380952381,0.1092436974789916,3,1
280,280,0,3,86,9,1223,90,38,139,25,113,2,synthetic,1,10.0,4.222222222222222,2.3684210526315788,0.17985611510791366,3,-3
281,281,2,3,87,14,5748,125,128,255,39,256,1,synthetic,1,8.928571428571429,9.142857142857142,0.9765625,0.15294117647058825,5,-1
282,282,4,4,85,8,1165,35,41,79,26,70,3,synthetic,0,4.375,5.125,0.8536585365853658,0.3291139240506329,8,0
283,283,4,3,86,12,13669,301,127,409,26,366,1,synthetic,0,25.083333333333332,10.583333333333334,2.37007874015748,0.06356968215158924,7,1
284,284,2,1,88,7,3782,108,59,181,34,182,1,synthetic,0,15.428571428571429,8.428571428571429,1.8305084745762712,0.1878453038674033,3,1
285,285,4,4,86,12,6962,185,233,447,33,485,2,synthetic,0,15.416666666666666,19.416666666666668,0.7939914163090128,0.0738255033557047,8,0
286,286,1,2,85,8,2936,124,34,127,22,102,1,synthetic,0,15.5,4.25,3.6470588235294117,0.1732283464566929,3,-1
287,287,1,4,87,6,3826,190,51,299,15,251,1,synthetic,0,31.666666666666668,8.5,3.7254901960784315,0.05016722408026756,5,-3
288,288,4,3,86,25,6905,258,180,433,39,527,1,synthetic,0,10.32,7.2,1.4333333333333333,0.09006928406466513,7,1
289,289,0,3,87,4,2484,180,38,167,13,116,2,synthetic,0,45.0,9.5,4.7368421052631575,0.07784431137724551,3,-3
290,290,2,4,85,21,14943,195,211,364,27,356,3,synthetic,1,9.285714285714286,10.047619047619047,0.9241706161137441,0.07417582417582418,6,-2
291,291,4,2,84,8,3451,133,55,222,31,204,1,synthetic,0,16.625,6.875,2.418181818181818,0.13963963963963963,6,2
292,292,3,3,83,8,3107,120,78,198,43,222,1,synthetic,1,15.0,9.75,1.5384615384615385,0.21717171717171718,6,0
293,293,2,4,87,9,5865,185,110,318,17,306,1,synthetic,0,20.555555555555557,12.222222222222221,1.6818181818181819,0.05345911949685535,6,-2
294,294,1,2,85,23,22313,477,324,699,36,660,1,synthetic,1,20.73913043478261,14.08695652173913,1.4722222222222223,0.05150214592274678,3,-1
295,295,1,2,86,6,642,128,33,131,35,109,1,synthetic,0,21.333333333333332,5.5,3.878787878787879,0.26717557251908397,3,-1
296,296,-1,0,86,13,15539,126,239,351,27,366,1,synthetic,1,9.692307692307692,18.384615384615383,0.5271966527196653,0.07692307692307693,-1,-1
297,297,0,2,86,12,7888,212,140,340,35,361,1,synthetic,1,17.666666666666668,11.666666666666666,1.5142857142857142,0.10294117647058823,2,-2
298,298,3,3,86,13,4223,314,108,324,41,319,1,synthetic,0,24.153846153846153,8.307692307692308,2.9074074074074074,0.12654320987654322,6,0
299,299,1,1,86,18,1914,854,109,692,30,697,1,synthetic,1,47.44444444444444,6.055555555555555,7.834862385321101,0.04335260115606936,2,0
300,300,3,4,85,14,4894,166,119,308,40,334,2,synthetic,1,11.857142857142858,8.5,1.3949579831932772,0.12987012987012986,7,-1
301,301,-1,1,88,8,2957,117,133,287,12,260,3,synthetic,0,14.625,16.625,0.8796992481203008,0.041811846689895474,0,-2
302,302,1,0,86,6,4046,229,104,349,40,322,3,synthetic,1,38.166666666666664,17.333333333333332,2.201923076923077,0.11461318051575932,1,1
303,303,3,4,87,17,11923,323,222,637,38,625,2,synthetic,1,19.0,13.058823529411764,1.454954954954955,0.059654631083202514,7,-1
304,304,2,1,85,6,2619,69,61,108,27,94,1,synthetic,0,11.5,10.166666666666666,1.1311475409836065,0.25,3,1
305,305,1,3,85,15,2299,94,53,161,24,121,2,synthetic,0,6.266666666666667,3.533333333333333,1.7735849056603774,0.14906832298136646,4,-2
306,306,2,-1,85,12,2486,132,87,280,13,194,1,synthetic,0,11.0,7.25,1.5172413793103448,0.04642857142857143,1,3
307,307,2,4,85,24,8451,175,281,454,36,465,2,synthetic,0,7.291666666666667,11.708333333333334,0.6227758007117438,0.07929515418502203,6,-2
308,308,4,7,88,17,3613,183,49,210,19,164,2,synthetic,0,10.764705882352942,2.8823529411764706,3.7346938775510203,0.09047619047619047,11,-3
309,309,2,1,87,15,6092,199,112,347,40,334,2,synthetic,1,13.266666666666667,7.466666666666667,1.7767857142857142,0.11527377521613832,3,1
310,310,1,1,87,4,846,57,75,146,19,113,3,synthetic,1,14.25,18.75,0.76,0.13013698630136986,2,0
311,311,2,3,85,9,3975,98,34,120,39,129,2,synthetic,0,10.88888888888889,3.7777777777777777,2.8823529411764706,0.325,5,-1
312,312,4,4,86,13,4268,114,123,289,36,316,2,synthetic,0,8.76923076923077,9.461538461538462,0.926829268292683,0.1245674740484429,8,0
313,313,1,2,84,12,2253,41,70,99,12,88,1,synthetic,0,3.4166666666666665,5.833333333333333,0.5857142857142857,0.12121212121212122,3,-1
314,314,1,4,86,12,4076,248,58,338,27,320,3,synthetic,1,20.666666666666668,4.833333333333333,4.275862068965517,0.07988165680473373,5,-3
315,315,1,-1,87,12,6134,120,82,233,18,203,1,synthetic,0,10.0,6.833333333333333,1.4634146341463414,0.07725321888412018,0,2
316,316,1,3,86,8,3799,99,94,230,15,179,3,synthetic,1,12.375,11.75,1.053191489361702,0.06521739130434782,4,-2
317,317,1,2,86,5,546,58,115,193,13,153,1,synthetic,1,11.6,23.0,0.5043478260869565,0.06735751295336788,3,-1
318,318,2,4,85,5,3927,187,119,342,33,345,1,synthetic,0,37.4,23.8,1.5714285714285714,0.09649122807017543,6,-2
319,319,3,3,85,7,3300,296,41,219,35,191,2,synthetic,0,42.285714285714285,5.857142857142857,7.219512195121951,0.1598173515981735,6,0
320,320,2,3,86,9,9119,67,110,176,14,138,1,synthetic,1,7.444444444444445,12.222222222222221,0.6090909090909091,0.07954545454545454,5,-1
321,321,4,4,88,13,2395,93,89,168,35,197,2,synthetic,0,7.153846153846154,6.846153846153846,1.0449438202247192,0.20833333333333334,8,0
322,322,1,2,85,12,8493,495,70,388,27,325,1,synthetic,0,41.25,5.833333333333333,7.071428571428571,0.06958762886597938,3,-1
323,323,3,4,83,12,3003,151,56,279,12,223,3,synthetic,1,12.583333333333334,4.666666666666667,2.6964285714285716,0.043010752688172046,7,-1
324,324,4,4,87,12,3477,123,235,276,38,291,2,synthetic,1,10.25,19.583333333333332,0.5234042553191489,0.13768115942028986,8,0
325,325,2,1,84,13,2046,176,206,307,25,299,2,synthetic,1,13.538461538461538,15.846153846153847,0.8543689320388349,0.08143322475570032,3,1
326,326,3,3,85,8,3895,349,80,390,24,318,1,synthetic,1,43.625,10.0,4.3625,0.06153846153846154,6,0
327,327,3,4,85,15,3870,164,56,252,37,243,1,synthetic,0,10.933333333333334,3.7333333333333334,2.9285714285714284,0.14682539682539683,7,-1
328,328,1,3,87,8,2938,463,56,289,26,310,2,synthetic,0,57.875,7.0,8.267857142857142,0.08996539792387544,4,-2
329,329,2,1,86,18,14630,183,84,327,29,318,1,synthetic,0,10.166666666666666,4.666666666666667,2.1785714285714284,0.08868501529051988,3,1
330,330,0,3,86,4,2547,112,39,150,30,108,1,synthetic,0,28.0,9.75,2.871794871794872,0.2,3,-3
331,331,3,5,87,5,4918,122,60,177,28,156,2,synthetic,0,24.4,12.0,2.033333333333333,0.15819209039548024,8,-2
332,332,2,4,86,5,1945,46,93,145,15,96,1,synthetic,0,9.2,18.6,0.4946236559139785,0.10344827586206896,6,-2
333,333,2,4,83,13,9131,104,268,433,14,352,1,synthetic,1,8.0,20.615384615384617,0.3880597014925373,0.03233256351039261,6,-2
334,334,1,2,86,12,3192,95,95,180,13,134,1,synthetic,1,7.916666666666667,7.916666666666667,1.0,0.07222222222222222,3,-1
335,335,1,3,85,11,1317,71,123,205,12,153,1,synthetic,0,6.454545454545454,11.181818181818182,0.5772357723577236,0.05853658536585366,4,-2
336,336,4,3,86,8,7905,438,174,587,30,602,2,synthetic,1,54.75,21.75,2.5172413793103448,0.05110732538330494,7,1
337,337,3,4,85,25,12307,108,324,387,30,345,1,synthetic,1,4.32,12.96,0.3333333333333333,0.07751937984496124,7,-1
338,338,4,7,87,23,4995,273,278,627,42,659,3,synthetic,0,11.869565217391305,12.08695652173913,0.9820143884892086,0.06698564593301436,11,-3
339,339,3,4,86,14,7972,136,123,244,34,295,1,synthetic,0,9.714285714285714,8.785714285714286,1.1056910569105691,0.13934426229508196,7,-1
340,340,3,4,86,12,5621,85,121,268,35,225,1,synthetic,1,7.083333333333333,10.083333333333334,0.7024793388429752,0.13059701492537312,7,-1
341,341,2,0,88,7,5440,204,116,319,35,313,2,synthetic,0,29.142857142857142,16.571428571428573,1.7586206896551724,0.109717868338558,2,2
342,342,4,4,86,13,3468,44,253,236,14,159,1,synthetic,0,3.3846153846153846,19.46153846153846,0.17391304347826086,0.059322033898305086,8,0
343,343,1,4,86,14,6894,89,308,388,25,322,2,synthetic,0,6.357142857142857,22.0,0.288961038961039,0.06443298969072164,5,-3
344,344,0,2,86,5,603,33,80,99,24,87,2,synthetic,0,6.6,16.0,0.4125,0.24242424242424243,2,-2
345,345,0,0,87,14,4806,134,114,303,34,291,1,synthetic,1,9.571428571428571,8.142857142857142,1.1754385964912282,0.11221122112211221,0,0
346,346,2,0,86,5,3686,68,50,142,28,125,2,synthetic,0,13.6,10.0,1.36,0.19718309859154928,2,2
347,347,1,1,85,5,3700,223,34,150,19,117,1,synthetic,0,44.6,6.8,6.5588235294117645,0.12666666666666668,2,0
348,348,2,0,85,5,1186,97,50,135,27,107,1,synthetic,0,19.4,10.0,1.94,0.2,2,2
349,349,2,4,86,24,3100,322,171,406,35,489,1,synthetic,1,13.416666666666666,7.125,1.8830409356725146,0.08620689655172414,6,-2
350,350,1,1,85,13,6269,290,133,427,19,389,3,synthetic,1,22.307692307692307,10.23076923076923,2.180451127819549,0.04449648711943794,2,0
351,351,4,3,84,12,1631,130,93,273,34,268,1,synthetic,0,10.833333333333334,7.75,1.3978494623655915,0.12454212454212454,7,1
352,352,3,1,86,10,3499,152,78,250,38,223,2,synthetic,0,15.2,7.8,1.9487179487179487,0.152,4,2
353,353,0,4,88,21,2419,269,72,296,22,330,1,synthetic,0,12.80952380952381,3.4285714285714284,3.736111111111111,0.07432432432432433,4,-4
354,354,1,1,85,5,1165,83,39,126,35,113,1,synthetic,0,16.6,7.8,2.128205128205128,0.2777777777777778,2,0
355,355,3,4,86,14,4588,256,145,392,37,430,1,synthetic,1,18.285714285714285,10.357142857142858,1.7655172413793103,0.09438775510204081,7,-1
356,356,1,2,87,13,3839,299,305,604,18,554,2,synthetic,1,23.0,23.46153846153846,0.980327868852459,0.029801324503311258,3,-1
357,357,4,3,87,24,3626,269,83,426,46,474,2,synthetic,0,11.208333333333334,3.4583333333333335,3.2409638554216866,0.107981220657277,7,1
358,358,1,4,86,8,2745,128,33,141,16,107,1,synthetic,1,16.0,4.125,3.878787878787879,0.11347517730496454,5,-3
359,359,4,1,86,17,5409,138,235,393,37,453,2,synthetic,1,8.117647058823529,13.823529411764707,0.5872340425531914,0.09414758269720101,5,3
360,360,2,1,84,5,1121,478,77,325,19,311,1,synthetic,1,95.6,15.4,6.207792207792208,0.05846153846153846,3,1
361,361,3,4,87,10,3422,177,102,218,26,176,3,synthetic,0,17.7,10.2,1.7352941176470589,0.11926605504587157,7,-1
362,362,2,7,87,14,3693,280,145,543,28,521,2,synthetic,1,20.0,10.357142857142858,1.9310344827586208,0.05156537753222836,9,-5
363,363,1,3,85,5,3133,67,54,135,31,126,2,synthetic,0,13.4,10.8,1.2407407407407407,0.22962962962962963,4,-2
364,364,1,1,83,5,834,70,40,165,19,124,2,synthetic,1,14.0,8.0,1.75,0.11515151515151516,2,0
365,365,1,4,84,36,3455,71,345,397,10,300,1,synthetic,0,1.9722222222222223,9.583333333333334,0.20579710144927535,0.02518891687657431,5,-3
366,366,-1,1,85,9,5699,99,113,200,25,151,2,synthetic,1,11.0,12.555555555555555,0.8761061946902655,0.125,0,-2
367,367,1,1,85,13,8790,179,135,301,34,301,1,synthetic,0,13.76923076923077,10.384615384615385,1.325925925925926,0.11295681063122924,2,0
368,368,4,3,84,27,17901,315,387,882,49,967,1,synthetic,1,11.666666666666666,14.333333333333334,0.813953488372093,0.05555555555555555,7,1
369,369,4,4,85,9,1348,89,48,141,32,132,2,synthetic,0,9.88888888888889,5.333333333333333,1.8541666666666667,0.22695035460992907,8,0
370,370,2,3,85,16,1185,97,89,244,15,153,1,synthetic,0,6.0625,5.5625,1.0898876404494382,0.06147540983606557,5,-1
371,371,3,2,85,5,1656,83,42,98,33,97,1,synthetic,0,16.6,8.4,1.9761904761904763,0.336734693877551,5,1
372,372,3,1,85,9,3717,181,130,295,34,299,1,synthetic,1,20.11111111111111,14.444444444444445,1.3923076923076922,0.1152542372881356,4,2
373,373,4,4,86,19,6792,442,179,581,49,658,1,synthetic,0,23.263157894736842,9.421052631578947,2.46927374301676,0.08433734939759036,8,0
374,374,1,1,84,13,5161,184,119,449,37,432,1,synthetic,1,14.153846153846153,9.153846153846153,1.546218487394958,0.08240534521158129,2,0
375,375,4,1,84,13,15074,187,122,313,34,320,2,synthetic,1,14.384615384615385,9.384615384615385,1.5327868852459017,0.10862619808306709,5,3
376,376,1,0,85,9,5874,97,261,331,40,343,1,synthetic,1,10.777777777777779,29.0,0.3716475095785441,0.12084592145015106,1,1
377,377,4,1,86,16,7307,255,78,295,37,327,2,synthetic,0,15.9375,4.875,3.269230769230769,0.12542372881355932,5,3
378,378,3,1,86,14,2696,198,122,307,35,324,1,synthetic,1,14.142857142857142,8.714285714285714,1.6229508196721312,0.11400651465798045,4,2
379,379,1,1,87,3,1629,35,54,93,26,76,1,synthetic,1,11.666666666666666,18.0,0.6481481481481481,0.27956989247311825,2,0
380,380,2,4,86,13,4717,223,46,302,35,278,1,synthetic,1,17.153846153846153,3.5384615384615383,4.8478260869565215,0.11589403973509933,6,-2
381,381,2,3,88,9,3913,305,153,378,35,431,1,synthetic,1,33.888888888888886,17.0,1.9934640522875817,0.09259259259259259,5,-1
382,382,3,4,86,36,17283,440,376,905,36,759,2,synthetic,1,12.222222222222221,10.444444444444445,1.1702127659574468,0.039779005524861875,7,-1
383,383,4,3,87,27,13555,109,310,287,41,333,2,synthetic,1,4.037037037037037,11.481481481481481,0.35161290322580646,0.14285714285714285,7,1
384,384,1,3,86,28,5976,130,348,654,26,654,1,synthetic,1,4.642857142857143,12.428571428571429,0.3735632183908046,0.039755351681957186,4,-2
385,385,4,3,82,8,7931,430,163,467,52,623,1,synthetic,0,53.75,20.375,2.638036809815951,0.11134903640256959,7,1
386,386,2,3,88,24,14326,320,223,666,37,579,2,synthetic,1,13.333333333333334,9.291666666666666,1.4349775784753362,0.05555555555555555,5,-1
387,387,2,3,86,5,2404,93,170,320,22,301,1,synthetic,1,18.6,34.0,0.5470588235294118,0.06875,5,-1
388,388,2,2,86,12,2629,70,125,216,15,194,1,synthetic,1,5.833333333333333,10.416666666666666,0.56,0.06944444444444445,4,0
389,389,1,3,85,13,4458,231,85,301,28,312,2,synthetic,1,17.76923076923077,6.538461538461538,2.7176470588235295,0.09302325581395349,4,-2
390,390,2,0,85,6,2533,95,60,174,34,156,1,synthetic,1,15.833333333333334,10.0,1.5833333333333333,0.19540229885057472,2,2
391,391,1,0,86,4,1492,70,39,101,18,82,3,synthetic,1,17.5,9.75,1.794871794871795,0.1782178217821782,1,1
392,392,3,2,86,8,2086,99,45,176,8,113,2,synthetic,1,12.375,5.625,2.2,0.045454545454545456,5,1
393,393,3,3,85,39,15566,210,274,442,33,424,1,synthetic,1,5.384615384615385,7.0256410256410255,0.7664233576642335,0.0746606334841629,6,0
394,394,4,3,86,10,2744,309,64,434,40,475,1,synthetic,1,30.9,6.4,4.828125,0.09216589861751152,7,1
395,395,3,4,85,4,1162,125,52,137,26,126,2,synthetic,1,31.25,13.0,2.4038461538461537,0.1897810218978102,7,-1
396,396,4,4,85,17,5156,69,106,241,24,200,1,synthetic,1,4.0588235294117645,6.235294117647059,0.6509433962264151,0.0995850622406639,8,0
397,397,2,4,87,26,22999,311,336,622,45,697,3,synthetic,1,11.961538461538462,12.923076923076923,0.9255952380952381,0.07234726688102894,6,-2
398,398,3,1,87,6,1807,71,49,117,32,102,2,synthetic,0,11.833333333333334,8.166666666666666,1.4489795918367347,0.27350427350427353,4,2
399,399,3,4,85,7,2157,94,134,264,15,248,1,synthetic,1,13.428571428571429,19.142857142857142,0.7014925373134329,0.056818181818181816,7,-1
400,400,1,3,84,13,3364,99,56,185,32,181,1,synthetic,1,7.615384615384615,4.3076923076923075,1.7678571428571428,0.17297297297297298,4,-2
401,401,3,0,87,6,3199,66,47,112,34,103,1,synthetic,0,11.0,7.833333333333333,1.4042553191489362,0.30357142857142855,3,3
402,402,-1,-1,84,4,2972,17,50,79,34,74,1,synthetic,1,4.25,12.5,0.34,0.43037974683544306,-2,0
403,403,3,3,86,3,2420,94,81,326,6,262,2,synthetic,0,31.333333333333332,27.0,1.1604938271604939,0.018404907975460124,6,0
404,404,2,3,86,8,2819,97,106,176,31,155,2,synthetic,1,12.125,13.25,0.9150943396226415,0.17613636363636365,5,-1
405,405,1,1,85,17,4023,238,65,325,32,345,2,synthetic,1,14.0,3.823529411764706,3.6615384615384614,0.09846153846153846,2,0
406,406,2,4,85,13,9292,130,234,371,30,321,1,synthetic,0,10.0,18.0,0.5555555555555556,0.08086253369272237,6,-2
407,407,3,3,88,12,12600,328,234,618,36,662,2,synthetic,1,27.333333333333332,19.5,1.4017094017094016,0.05825242718446602,6,0
408,408,4,4,86,9,2537,43,94,166,15,128,1,synthetic,0,4.777777777777778,10.444444444444445,0.4574468085106383,0.09036144578313253,8,0
